Age,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Gender_Male,OverTime_Yes,Attrition_Yes,PerformanceRating
-0.5414578729619038,2,2,5,13,2,0.10206085086936444,3,4,-0.5435693854904105,3,2,4,-0.6790819241676116,-0.8891109303095581,4,-0.1579218546628964,-0.6882333671743448,2,0.5871438834650976,0.771213167001095,-0.7789813342053858,1.1216932752131479,1,0,0,3
1.1098877240076426,2,2,5,13,2,0.5914635323608224,4,4,-1.1870420227381264,3,2,1,-0.2672050937399473,-0.8891109303095581,4,1.2049420474980226,-0.6882333671743448,3,0.03265333244874101,0.771213167001095,-0.37449081016970304,0.8349068833401794,1,0,0,3
0.3392597787551876,1,1,5,13,1,-0.509692500994958,4,4,-0.8900546517007191,2,3,1,0.9684253975430456,1.594053809112016,3,1.2049420474980226,-0.6882333671743448,3,2.065785352842048,2.465669926966882,-0.37449081016970304,2.2688388427050215,1,1,0,4
0.449349485219824,0,0,3,8,2,0.10206085086936444,4,2,0.34739272762181167,2,5,4,0.14467173668771702,-0.061389350502366734,2,1.6138012181462982,-0.6882333671743448,2,2.5278608120223454,0.4888037070067971,2.2546975960622357,0.5481204914672109,1,0,0,3
2.541053908047916,2,2,5,13,2,0.8361648731065513,4,1,0.8918695745237253,3,2,1,2.2040558888260384,-0.33729654377143053,4,-0.1579218546628964,-1.663298350184042,3,-0.8914975859118532,-0.6408341329703943,0.02999971386597983,-0.5990250760246628,1,0,0,3
-1.091906405285086,1,0,1,3,1,0.10206085086936444,2,4,-1.6820209744671388,3,3,1,-0.6790819241676116,1.594053809112016,3,-0.2942082448789883,1.2618965988450495,2,0.4023136997929787,0.771213167001095,-0.37449081016970304,0.8349068833401794,1,0,0,4
1.440156843401552,2,1,5,14,2,-0.14264048987636452,4,4,-0.5930672806633117,3,1,2,1.7921790583983743,-0.061389350502366734,4,-0.9756401959594477,-0.6882333671743448,3,-0.8914975859118532,-0.6408341329703943,0.02999971386597983,-0.5990250760246628,1,0,0,3
-0.9818166988204496,1,2,1,3,2,-0.9990951824864159,2,1,0.0504053565844043,1,1,2,1.7921790583983743,-0.6132037370404942,4,-0.1579218546628964,1.2618965988450495,3,0.03265333244874101,0.771213167001095,0.4344902379016627,0.8349068833401794,0,1,1,3
-0.10109904710335814,1,1,1,3,0,-0.14264048987636452,3,1,-0.14758622410720063,4,3,1,2.409994304039871,-0.33729654377143053,1,-0.1579218546628964,-0.6882333671743448,3,0.21748351612085987,0.771213167001095,-0.7789813342053858,0.2613340995942425,0,0,0,3
0.11908036582591472,1,2,1,3,2,-0.9990951824864159,3,3,0.7433758890050216,3,3,3,0.5565485671153813,-0.33729654377143053,4,-0.1579218546628964,1.2618965988450495,4,-1.0763277695839721,-1.20565305295899,-0.7789813342053858,-1.1725978597705997,0,1,0,3
0.7796186046137333,3,2,1,3,0,1.814970236089467,3,1,-0.8405567565278179,1,1,3,-0.2672050937399473,-0.33729654377143053,3,-0.2942082448789883,1.7494290903498981,3,-0.3370070348954967,-0.6408341329703943,-0.37449081016970304,-0.025452292278725978,1,0,0,3
1.1098877240076426,3,0,5,13,1,-0.7543938417406869,3,4,-0.8405567565278179,3,4,3,2.409994304039871,-0.8891109303095581,4,2.295233169226758,-0.6882333671743448,2,2.5278608120223454,-0.6408341329703943,2.2546975960622357,2.5556252345779895,0,1,0,3
-0.7616372858911767,2,0,5,13,2,2.1820222472080606,5,3,1.6343380021172438,3,2,4,1.7921790583983743,2.1458681956501438,4,-0.1579218546628964,-0.6882333671743448,2,0.21748351612085987,0.771213167001095,2.052452334044394,0.8349068833401794,1,0,0,4
-0.8717269923558132,1,2,5,14,2,0.10206085086936444,3,3,1.6343380021172438,3,1,3,-0.6790819241676116,-1.165018123578622,3,-1.3844993666077234,1.7494290903498981,3,-1.0763277695839721,-1.20565305295899,-0.7789813342053858,-1.1725978597705997,1,0,0,3
0.5594391916844604,3,0,1,3,1,1.2032168842251447,3,3,-0.44457359514460804,4,1,3,1.3803022279707098,-0.8891109303095581,4,-0.566781025311172,-0.6882333671743448,3,-0.8914975859118532,-0.6408341329703943,0.02999971386597983,-0.5990250760246628,1,1,1,3
-0.321278460032631,3,2,1,3,2,-0.14264048987636452,2,2,1.48584431659854,3,2,3,0.14467173668771702,-1.165018123578622,4,-0.1579218546628964,-0.6882333671743448,3,-0.3370070348954967,-0.9232435929646922,0.8389807619373455,-0.3122386841516944,0,0,0,3
0.22917007229055114,0,1,3,6,2,-0.7543938417406869,3,3,-1.0880462323923241,4,2,2,2.409994304039871,-0.061389350502366734,3,0.11465092576928737,0.2868316158353524,1,0.21748351612085987,-0.3584246729760964,0.4344902379016627,0.5481204914672109,0,0,0,3
2.1006950821893704,3,1,1,3,2,-0.020289819503500048,3,3,0.7433758890050216,3,4,4,1.7921790583983743,-1.165018123578622,3,2.363376364334804,-1.663298350184042,2,0.5871438834650976,0.771213167001095,-0.37449081016970304,-0.8858114678976313,1,0,0,3
0.3392597787551876,3,2,1,3,2,-0.8767445121135514,1,4,0.9908653648695277,2,1,4,-1.090958754595276,1.3181466158429522,4,-0.8393538057433558,-0.6882333671743448,2,-0.5218372185676156,-0.6408341329703943,0.02999971386597983,-0.3122386841516944,0,1,0,4
-1.091906405285086,3,2,1,3,2,-0.26499116024922903,3,4,-0.5435693854904105,2,2,1,2.2040558888260384,1.0422394225738885,1,-0.2942082448789883,-0.6882333671743448,1,0.03265333244874101,0.4888037070067971,-0.7789813342053858,0.8349068833401794,0,0,0,3
-0.8717269923558132,2,0,5,14,2,0.10206085086936444,3,4,0.842371679350824,3,1,2,-0.6790819241676116,-0.33729654377143053,4,-1.2482129763916314,-0.6882333671743448,3,-0.8914975859118532,-0.6408341329703943,0.02999971386597983,-0.5990250760246628,1,0,0,3
1.7704259627954613,1,2,1,3,2,-0.3873418306220935,3,4,0.9908653648695277,3,2,4,-0.2672050937399473,0.4904250360357608,4,1.0686556572819306,1.2618965988450495,3,-0.8914975859118532,-0.6408341329703943,0.02999971386597983,-0.5990250760246628,1,0,0,3
-0.21118875356799457,1,0,1,15,0,-0.8767445121135514,4,4,-0.2465820144530031,3,2,1,-0.2672050937399473,-1.165018123578622,1,0.659796486633655,-0.6882333671743448,4,-1.0763277695839721,-1.20565305295899,-0.7789813342053858,-1.1725978597705997,0,0,0,3
-0.5414578729619038,1,1,1,3,1,1.814970236089467,4,1,0.6938779938321203,3,2,4,-0.6790819241676116,-0.061389350502366734,4,-0.1579218546628964,-0.6882333671743448,3,0.5871438834650976,1.0536226269953928,0.8389807619373455,0.8349068833401794,1,0,0,3
-0.321278460032631,1,0,1,3,2,-0.14264048987636452,5,2,-1.6820209744671388,3,2,1,0.14467173668771702,-0.33729654377143053,3,-0.566781025311172,0.2868316158353524,3,-1.261157953256091,-1.20565305295899,-0.7789813342053858,-1.1725978597705997,0,0,0,3
1.6603362563308248,2,1,5,8,2,-0.7543938417406869,4,3,-1.73151886964004,2,4,1,-0.6790819241676116,-1.165018123578622,1,2.363376364334804,0.2868316158353524,4,2.5278608120223454,0.4888037070067971,-0.37449081016970304,2.9858048223874425,1,0,0,4
-0.43136816649726745,4,2,1,3,2,-0.9990951824864159,4,4,-0.14758622410720063,3,1,4,-0.6790819241676116,-0.6132037370404942,3,-0.1579218546628964,-0.6882333671743448,2,0.5871438834650976,1.3360320869896907,2.052452334044394,1.1216932752131479,1,1,1,3
